video_id,comment_id,parent_comment_id,author,content,likes,created_time,collection_time
ftQZo7XaTOA&t=1231s,Ugw2a9qi007T1vyX_r94AaABAg,,@kiki-e6o,지금 비전공자로 공부를 하고 있는 취준생입니다 배우고 있지만 아직도 너무 어렵고 언어를 쓸 때에 부족한 점도 많아서 조코딩님 영상을 보면서 많이 배우고 또 트렌드도 배우고 있습니다 항상 영상 감사합니다,0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyCchzlVKPGRgeOFPh4AaABAg,,@bigch3066,매일 30분씩 들으면서 따라하고 있어요. 하루하루 성장하는거 같아 너무 좋습니다. 좋은 강의 고맙습니다~~,1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugz2c3wCLstgrm4q9pZ4AaABAg,,@도비-n3v,이해하기 쉬운 강의 감사드립니다. 28살 기존 4년 동안 다녔던 직장을 나와서 동종 업계로 가야 하나 많이 고민하다 아직까진 새롭게 흥미 있고 좋아할 수 있는 분야를 도전해 볼 수 있지 않을 까 해서 비 전공자이지만 웹 개발 공부 시작해서 부트 캠프 진행 중인데요.. 역시 어렵더라구요.. 여러 강의를 들어 보는게 좋을 거 같아 조코딩님 강의까지 타고 타고 왔는데 파이썬 입문으로 제일입니다.. 이해가 안되었던 부분들이 점점 풀리고 있어요!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugyj9vqlTqkGhd4RBQ54AaABAg,,@longtailmonkey,"파이썬을 공부하고 싶어요! 이번 기회를 통해 기본부터 차근차근 배워보려고 합니다. 데이터 분석이나 웹 개발 등 다양한 분야에서 파이썬을 활용할 수 있어서 매력적이에요. 매일 조금씩 공부하면서 실력을 쌓아가겠습니다. ""Do it! 점프 투 파이썬"" 책을 통해 체계적인 학습을 할 수 있다면 정말 좋겠어요. 파이썬의 매력에 빠져서 더 멋진 프로그래머가 되는 그날까지 화이팅입니다!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxLdWei8soPfREC19N4AaABAg,,@kylekim9079,"컴공 전공을 하지 않았지만, R에 처음 접하여 업무활용해보고자 시작하였지만 실제 업무에 활용하기에는 많은 제약사항이 있더라구요 AI에 관심으로 조코딩님의 영상으로 꾸준히 관심을 가지고 있습니다. 파이썬이 더 쉽게 학습할 수 있도록 도와주셔서 감사드리며, 점프 투 파이썬으로 한층 더 상숙해지고 싶네요!!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyLpGzVSLWmlKEPJn94AaABAg,,@hanakim2678,IT로 이직계획을 두고 파이썬을 시작해보려고 합니다 이 교재가 있다면 쉽고 빠르게 파이썬에 대한 기초를 잡아나갈 수 있을 것 같습니다 아울러 이 교재와 조코딩님의 티칭을 보면서 공부하고 싶습니다!!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyUWYfk7ADGdkkiWA14AaABAg,,@Ban-s9y,"안녕하세요! 저는 로봇공학과를 전공하면서 c언어나 아두이노 등 한가지의 언어를 한것이 아니라 정말 수박 겉 핥기식으로 밖에 알지 못했는데 조코딩님의 영상을 보면서 공부를 하고있습니다. 일단 파이썬에 대해 기초적인 공부를 탄탄하게 다져둬야될거 같다고 생각이 들어 들었던 부분을 계속 복습하면서 코드도 제 방식대로 짜서 복습을 진행해보면서 공부를 진행중입니다! 기초는 확실이 다져둬야 후반에 가서 기초 때문에 번거롭게 되는건 방지 해야죠. 파이썬에대해 공부 다짐을 말씀 드리자면 매일매일 빠지지않고 영상을 들으면서 공부를 하자, 게을리 하지 않자, 내용(함수,변수등 선언문) 이 많다고 도중 포기하거나 미루지 않기, 내가 이걸 왜 해야될까 보단 파이썬이 재밌다고 생각하면서 계속 시도하기, 영상을 보면서 코딩을 따라하되 개인적으로 노트 필기도 게을리 하지 않기 등 입니다. 계속 진행하고 있습니다! 앞으로도 많은 영상을 시청하면서 공부하겠습니다 감사합니다.",1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzRx1986f9IQXoKEPF4AaABAg,,@1deria,소중한 고퀄 강의 편집본 귀하게 보고있습니다. 친절한 설명 너무 찰떡이시네요. 꿈꾸던 서비스 꼭 만들어보겠습니다.  항상 신기술동향소식도 감사합니다!!!,1,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzM9ChFXZ7MwnQW6ux4AaABAg,,@JJ-st5zh,"문과지만 대학원에 가서 코딩을 처음부터 시작해야 되서 너무 막막했는데 
너무나 감사하게도 이 강의를 보게 되었습니다 
조코딩님 강의 잘 공부해서 파이썬 이용해서 저의 꿈을 잘 펼쳐 보도록 하겠습니다 너무 감사합니다.",0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzeQssv4U3TLdMptcV4AaABAg,,@소고기100g,파이썬 각잡고 다시 공부해 보렵니다!!!,25,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwUC5qX-HK8zoC2kSl4AaABAg,,@dudguszlxl,"코딩의 코자도 모르는 문과입니다. 직장다니다가 뭔가 퇴근하고 무료해서 공부를 하고싶다는 생각이 들었고, 코딩으로 만들고 싶은게생겨서 찾아보다가 여기까지왔네요. ㅎㅎ조코딩님 영상들 보면 주제도 신박하고 진짜 하나하나 너무쉽게 친절하게 설명해주셔서 좋더라고요.",4,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwAHVUx14V9uA_luBx4AaABAg,,@gichan-song,요즘처럼 급변하는 시대에서 파이썬은 정말 괜찮은 언어인것 같다는 생각이 갈수록 듭니다. 점프 투 파이썬은 e북으로 부분부분 접했는데 굉장히 유용한 내용들이 많았어서 한번 날잡고 정독을 해야겠다는 생각만 하고 못했네요 책이 있으면 공부하기 훨씬 수월하겠죠 ㅎㅎ 암튼 좋은 이벤트 진행해주셔서 감사드리고 늘 응원합니다!!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzDx5PqVt8fjR9wk4Z4AaABAg,,@szszsz1002,꿈이 개발자인 고1학생입니다. 같은 코딩동아리 선배가 이채널 추천해주셔서 보고있는데 정말 도움많이받고 있습니다  파이썬 마스터 하는 날까지 열심히 배워보겠습니다. 조코딩님 화이팅,0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugx2Kj9-4uFdsvyS52h4AaABAg,,@hela486,"휴직하는 동안 파이썬은 정말 배워보고 돌아가자 했는데 이제 3개월 밖에 남지 않았네요. 마지막 기회라고 생각하고 파이썬, 점프 해보겠습니다!!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxGdhwxEDXJu9IX2D54AaABAg,,@qqqmmmin,개발자 공부를 하다가 포기하고 취업을 하였습니다. 하지만 늘 아쉽더라구요.. 다시 한 번 공부를 해보고 싶습니다,2,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzxuF-A-r0PIQxBPrV4AaABAg,,@Aransom,"다짐하고 미루기만 반복해왔습니다
이번에야말로 새로운 것을 배우고 싶습니다.
매번 올려주시는 영상들 꼭 끝까지 듣겠습니다",1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxoSM_8Q5jzD1VyZL14AaABAg,,@오이우잉오오,"사내연애 이별하고, 폐인처럼 살기 싫어서 뭐라도 해야할 것 같아서 파이썬을 시작해보려고 합니다
훗날 개발자의 길을 갈 수도 있다고 생각하기 때문에 열심히 해보려고 합니다.

소중한 강의 감사합니다.",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugy9WxKoll19u7KfaR14AaABAg,,@luckylegobulider8332,"안녕하세요, 14년 경단녀인데 다시 새로 시작해보려고합니다. 좋은강의 감사합니다. ^^",1,4개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,AJmBTRYkwYRAKvjH6G-krP,Ugy9WxKoll19u7KfaR14AaABAg,@chongminao6702,경단녀 화이팅 ^^,0,3개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwadJ6fs5EdnMKXBjF4AaABAg,,@agspos,조코딩님 덕분에 코딩에 입문했습니다 C#에 이어서 파이썬해보고 있는데 조코딩님의 개념설명이 너무나 직관적이면서 이해가 잘됩니다. 감사합니다,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugx4k5JxqpMIIxsdgHh4AaABAg,,@에코튜브-r4n,파이썬 항상 배우고 싶었지만 계속 강의 신청하고 바쁘다는 핑계로 수강을 못해서 결국 아나콘다 하나 다운받고 말았네요.. 업무자동화 빅데이터 분석에 필요한 파이썬 반드시 마수터해서 국가권력급 인재가 돼보이겠습니다 !,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwCi76tt6BvlIZdUbN4AaABAg,,@full8065,"파이썬을 통하여 객체지향, 자료구조,알고리즘을 배우면서 훌륭한 프로그래머로써 성장하고 싶습니다. 그런 꿈을 키우기 위해 파이썬을 배우는 도중 조코딩님을 뵙게 되었고 이번 이벤트를 통하여 더 나은 프로그래머가 되고싶습니다. 잘부탁드립니다!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwNiB0ycvKl4OjRwKN4AaABAg,,@luckyguy2077,2학기때 파이썬 수업 듣는데 미리 예습 할려고 합니다. 여름 방학때 꼭 강의 착실히 수강해서 2학기 전공 기초 강의 꼭 A+ 학점 받겠습니다.,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwV0vRr9hkgwb5lTal4AaABAg,,@마앙,컴퓨터공학부 들어가고 군대를 다녀오고 2학년인 지금 아는게 하나도 없는 코딩... 그중에서도 파이썬을 최신버전으로 맛있게 먹겠습니다. 감사합니다.,0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyvU2hu-ELmJSmAXF94AaABAg,,@seungeene,데이터 분석 공부하면서 파이썬 언어를 배우게 되었습니다. 두마리 토끼 모두 잡도록 열심히 해보겠습니다. 감사합니다.,1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwLPBpHVGFd51SlaiZ4AaABAg,,@hjunjour,"헉 여름방학이라 마침 점프투파이썬 책 도서관에서 빌려서 보고 있다가 조코딩님 강의도 듣게 됐는데 마침 이런 이벤트도 진행한다니요...!!! 원래는 환경 전공인데 데이터 다루려면 코딩이 필요해서 공부하게 되었어요 (사실 조코딩님 먼 과 후배에요 ㅎㅎㅎ!!!). 이제 3장 볼 차례인데, 책을 소장하게 되면 반납할 걱정 없이 편하게 볼 수 있을 것 같아요!! 열공할게요 이벤트 감사합니다 :)",0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzyybEzJLl0cUKZNAN4AaABAg,,@zzangkim1596,비트하면서 알게 되었는데 이기 회에 제대로 코딩 공부를 해보고 싶네요.죠코딩님의 자세한 설명과 함께 이 책으로 열공해서 새로운 세계에 적응해야 것네요.,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzLhzTk24RzHyWTCfJ4AaABAg,,@davidyi8786,감사하게 잘 듣고 있습니다.,1,2개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwfuSJpG0QW1pqMXst4AaABAg,,@용용-g6d,파이썬으로 데이터 분석을 다시 시작해보려고 합니다! 좋은 강의 들려주셔서 감사드려요~,1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugwsl8YRjAbX7JcXf_14AaABAg,,@빈채원-h5z,고등학교에서 처음으로 파이썬 수업을 들어보고 파이썬의 매력에 빠져버렸습니다 조코딩님 영상 보고 열심히 배워보겠습니다 감사합니다!!!!,0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzM1dk_7wr3HUX0xQ14AaABAg,,@solarself-n8n,저의 셋 아들을 키우고 있는데 아들들을 꼭 가르쳐보고 싶습니다,2,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwR99BrplKs-stKaSx4AaABAg,,@lee-l2m,30대 후반에 영국으로 이민가서 개발자로 처음 일을 시작해 보려합니다. 타국이라 쉽지 않겠지만 대우가 한국보다 좋으니 화이팅할게요,0,7개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugyrg4PzMoulgH8PmOl4AaABAg,,@zonge18,학교에서 c언어 배울때도 어려움을 많이 느꼈는데 이번에 조코딩님 강의로 파이썬 잘 배울 수 있을까 생각했지만 열심히 배워보려합니다 좋은 영상 감사합니다!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzuEmZ-70f8nJ8D2IJ4AaABAg,,@user-df9ew4xl9h,"너무 잘 들었습니다. 감사합니다, 선생님.",0,1개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyYcnAO89wGXglfiGp4AaABAg,,@Mari-kt5zq,"파이썬 기초강의를 유튜브에서 많이 찾아보았는데, 가장 최근의 영상이 없고, 보통 3~4년 전의 기초 강의가 많더라구요. 지난주 까지는 4년 전에 다른 분이 올린 강의로 공부하다가, 이번주부터 점프 투 파이썬 해당 영상으로 공부를 다시 시작하였습니다. 위키닥스로 예제도 같이 있어서, 일일히 vs code에 타이핑하지 않아도 되고, 또 궁금한 사항은 책으로 앞뒤로 펼쳐가며 볼 수 있어서 멀티채널로 공부하는 느낌입니다. 우선 이 영상 끝까지 예제 연습하면서 실행도 해보고, 잘 따라서 배워보겠습니다.",2,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxQwUI9rfUasj4yf454AaABAg,,@ez_100-cu,전 중삼 입니다 불 다음 변수 까지 해보니 너무 재밌네요 코드 하나하나 새로운걸 배울때마다 설래요 ㅋ,0,1개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzE9eUo61JkZ3hlxCB4AaABAg,,@andrewahn4091,"비록 나이가 있지만, 새로운 시작을 위해 파이썬을 공부해보려고 합니다. 조코딩님 강의까지 있다고 하니 꼭 한번 도전해보고 싶습니다",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugxq2EzGMhh_t1iv-vp4AaABAg,,@yeslee1961,개발 정말 배워보고 싶었는데! 이렇게 진입장벽을 낮춰주셔서 너무 감사합니다! 막막했는데 이 영상보고 도전할 수 있게 되었어요!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyB1MF47D5YYh3ogRx4AaABAg,,@the_souulution_ai,코딩의 코자도 모르는 제가 코딩에 입문했습니다. 첫 도전과제로 이 영상을 정주행하면서 따라해자고 다짐했죠...5일이 걸렸습니다. 다 이해하진 못했지만 저에겐 Got 지피티가 있으니 도움받아서 하나씩 만들어가보려고 합니다. 진심 감사드립니다,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugw6Ou3vO8yZFlV8App4AaABAg,,@Viscoplasticbeing,정말 깔끔한 파이썬 영상이네요! 구독했습니다. 앞으로 열심히 배우겠습니다. 감사합니다!,0,9개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwSyiUcdO3m8ggH-NJ4AaABAg,,@앙꼬파파-i8f,10번 듣는게 목표....뽜이팅!!!,4,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwdZ-cakuBVsTYlE3R4AaABAg,,@rose_recorder,2:59:17 메소드라고 하시는 걸 보니 자바가 더 익숙하신,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxKD7xVLb32RPPnxl14AaABAg,,@정정-j2s,"챙겨보는 조코딩님 영상들 
그리고 매번 바쁘고 다음에 다음에라고 미뤄왔었는데요 이번에 통합본으로 영상만들어 주셔서 감사합니다!!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzF550IDwekDTtlgqF4AaABAg,,@june-ew8qr,좋은 강의 무료로 제공해서 감사드립니다! 강의와 함께 방학 때 파이썬 마스터 하겠습니다!,1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugw9c3nORcPIBi7rVPh4AaABAg,,@윤성일-y3n,유익한 영상 감사합니다!열심히 해볼게요~!,2,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugz9o7RP6TnhU7zo0v94AaABAg,,@youngjunlee5028,"AI시대, 주말 강의 듣는데 넘 어려워 강의자료 찾다가 역시 조코딩님이다. 라고 들어와 보니 이런 귀중한 영상이 있네요. 
IT기획자이며, 핀테크쪽을 기획하고자 하는데, 파이썬 공부로 어떤 원리로 만들어져야 하는지 알 수 있는 기회가 될 것이고. 
올해 말에는 코딩을 할 수 있는 기획자가 되어 있을 수 있도록 하겠습니다. 

감사합니다.",3,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxcNhNNdCic7_6vz0Z4AaABAg,,@seungmin8017,"조코딩의 설명덕분에 이번엔 제대로 파이썬에 뛰어들 수 있을 듯 합니다.
이렇게 좋은 영상, 감사합니다!!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzQzAOzSkNTxpW2knZ4AaABAg,,@mohi_study3371,"Oh hello again dear mr.jo  oh python very good thank you
Mr_jo=10
Mohi_study=10
if Mr_jo>Mohi_study:
    Print(""dont learn advance python"")
elif Mr_jo==Mohi_study:
       Print(""ok we learn advance python"")
   And but terminal:
Ok we learn advance python

I speak just python no english",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzZ7CyRJGi0ZXRsITd4AaABAg,,@MOSOOSHIN,"파이썬에 기본을 매우 자세히 알려주셔요
^-^",0,1개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzA5NwLNLbFyoW1tEh4AaABAg,,@oneck-t5s,비전공이지만 코딩에 관심이 생겨서 한번 보면서 공부 해볼게요 ㅎㅎ유익한 동영상 만들어주셔서 감사합니다,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzCKMrFuPN1vNhRdOV4AaABAg,,@1104koyeom,조코딩님의 강의와 점프 투 파이썬 교재로 더 나은 미래를 만들어가겠습니다!,3,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwpTxG12NnLfZ_efm14AaABAg,,@squirrel_korea,안녕하세요 취직 준비생입니다. 현재 취직에 준비중이면서도 아직 가야할 길에대한 확실함이 안보며 이것저것 공부하고 있네요... 이에 현재는 코딩을 다시 복기하고 있습니다만 임베디드로 연구를 장기적으로 하다 파이썬을 다시 보니 난항을 겪고있지만 앞으로 취업을 위해 꾸준히 해나갈 생각입니다.,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugx2PSNXiVGxwqemxl54AaABAg,,@JKmediaable,파이썬을 공부해보겠다고 다짐한 것만 10번이 넘는데 이번에는 꼭 배워보고 싶습니다!! 아자~!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzZbIJQ28mkHzGEklV4AaABAg,,@minepearl,생기부 때문에 코딩 더 공부해야하는데 이걸 보고 더 열심히 할게요,2,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwidUWmUVvBo2_Tb_94AaABAg,,@sosok6270,와~진짜 최고네요!,0,2개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugwrq2dk6v7zOmCUMD54AaABAg,,@JoongAhn127,잊지말고 재시작 해보겠습니다!! 하루에 30분이라도 듣겠습니다!,3,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA6XMrRBMs9q,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,2장 첫번째 끝!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA6bpJ5kuvy4,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,집합 시작,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA6dyMf2YeEg,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,2:57:28 변수 공부중,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA6oNUUyrmGu,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,while 공부중!,1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA6vz7RLGeiz,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,for구문 range 시작!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA7PrG2LOYD3,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,문법 복습 재시작!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA7bq4UacJ9E,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,함수 ing~,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA7ldWcrZTR2,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,사용자 입력 함수!!!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA7wP6rh-XR-,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,chapter 5 시작~~~~~~~~~~~~~~~~하겠습니다,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA7yMOQ7sGY3,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,생성자 시작!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA83CNWFdOaF,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,내장함수 시작!!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA8AtaVE-i4R,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,6장 시작!!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnA8FnNRo10uF,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,메모장 시작!,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnAGwkW8aG6Od,Ugwrq2dk6v7zOmCUMD54AaABAg,@somurphy3895,@JoongAhn127  아직도 하고 계신가요?,0,7개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnAGwlBDR8r4M,Ugwrq2dk6v7zOmCUMD54AaABAg,@JoongAhn127,@somurphy3895  다 끝내긴 했습니다! 뒤쪽에 싱크가 밀린것도 확인했구요! 하지만 파이썬을 지금까지 하지는 않고있습니다 ㅎㅎ,0,7개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,A6HLvOiMzdnAGwr-V_Saii,Ugwrq2dk6v7zOmCUMD54AaABAg,@somurphy3895,@JoongAhn127  파이썬 말고 어떤 언어 공부중이신가요?,0,7개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzlfHmXQhne3WPNhpJ4AaABAg,,@TV-kk9sd,"8진수, 16진수 알려드릴게요
0o11  =>  2진수으로는  001 001 표현되며, 2진수를  10진수로  계산하면 9가 됩니다.
0o22  =>  2진수으로는  010 010 표현되면, 2진수를  10진수로  계산하면  18가 됩니다
0x11  =>  2진수으로는  0001 0001 표현되면, 2진수를  10진수로  계산하면  17가 됩니다",0,19시간 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwjNJcWqt5P4nN98rB4AaABAg,,@Aplus-yn4do,"3:39:20
3:50:28
3:57:09 4:06:25
1:14:08
1:31:15
1:38:11 리스트",0,4주 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugzs-z7CdaGy-HzH1414AaABAg,,@in3142,"오늘부터 나는 꾸준히 파이썬을 공부하기로 다짐한다. 매일 최소 한 시간 이상 코딩 연습을 할 것이며, 새로운 라이브러리와 모듈을 탐색할 것이다.",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzU4fhoTv2JSmtsfMl4AaABAg,,@truetruetruetrue,"감사합니다. 회사에서도 영상으로
가르쳐주긴하지만 이거들을께요.",2,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxzRtr_3gCfL4a17Zd4AaABAg,,@youngjunlee5028,감사합니다.   이번에 책 선물받았습니다.  책도 영상도 열심히 볼께요,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgzI6Bb4UvjOEybZzKx4AaABAg,,@honey_with_you,와 너무 큰 도움이 되었습니다. 감사합니다.,0,5개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugy86nbBlcJXJwwrg0l4AaABAg,,@leettu-hyunwoo,곧 시험에 나오는데 이거 보고 열심히 복습해보겠습니다!,1,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugxf1atd3o639f_ArO94AaABAg,,@saebo99,국비지원에서 파이썬을 너무 후루루루 나가버려서 진도따라가기 벅찼는데 복습용으로 제격이네요. 감사합니다람쥐,0,1년 전(수정됨),2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugyu7JedvpmTgkVSzcd4AaABAg,,@daedongking4041,책을산지 2년이 되었는데 24년 개정판이 나올때까지  왼독조차 못하고 있네요 다시 열공중인데 이번에는 완독을 목표로 꾸준하게 학습하겠습니다,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,Ugzo6a3a_AS-iimdx1h4AaABAg,,@mong-mongg,듣는 내내 헷갈렸는데  4:57:55 요 설명이 이해가 빡되네요 ㅋㅋ,0,11개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgwnjvsEc7HZZQzE6Fp4AaABAg,,@하루하루-m5r,좋은 영상 감사합니다.,0,5개월 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyjpxNZ9OUtCkHhCLd4AaABAg,,@peterpark597,"파이선 강좌에서 월드클라스.
비교불가, 최고입니다.  생큐!!",0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxRr8G9s9Bz4GKTeCR4AaABAg,,@박현서-f6r,오 무료 강의는 언제나 환영이야,3,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgyTMTjCPLC0YvlKRSl4AaABAg,,@BLA1NE,Dart 배우는 중인데 너무 좋아서 휴일에 병행하게 되네요.,0,1년 전,2025-11-20 13:13:20
ftQZo7XaTOA&t=1231s,UgxQM6bts5QytMxrByh4AaABAg,,@kkignkang,"안녕하세요? 먼저 좋은 강의 감사 드립니다.
다름이 아니라
환갑을 넘긴 노학도로서 파이썬 기초강의를 듣고 샘플 실행화일을 만들어 며칠 사용중,
바이러스 감염 경보와 함께 치료하면 화일이 삭제 되는 경우가 발생이 되었습니다.
보유중인 몇개의 화일도 마찬가지로 실행하면 감염경보 > 치료 > 삭제 되구요
추가로 실행화일을 생성하여 실행 해보니
마찬가지로 감염경보 > 치료 > 삭제 됩니다.
평소 코딩에 관심이 많아서 늦은 나이지만 시작을 했는데
복병을 만났습니다.... 웹상에 정보를 찾아봐도 딱히 없어서
고수님께 도움을 요청 드립니다.  
부디 도움을 주시기 바랍니다.^^:",2,1년 전,2025-11-20 13:13:20
