author,comment,published,likeCount,reply_to
@단디-o2u,"저번달부터 시작하였으나 갑자기 정처기 시험이 나와버려서 노베이스로 준비하게 되어버려 중단을 하게 되었습니다. 내일 필기 시험이 끝나면 다시 시작하려고 합니다.
어차피 해야한다는 것 이전에 목표로 하던 개발자가 되기 위해서 다니던 측량회사도 때려치고 계약직으로 다른 회사로 가서 퇴근이 있는 삶도 얻었습니다. 꼭 하고 싶습니다. 정보처리기사도 따고 빅데이터도 따서 좀 더 높은 경지를 보고 싶습니다.",2024-07-06T08:57:33Z,0,
@윤성일-y3n,유익한 영상 감사합니다!열심히 해볼게요~!,2024-07-06T05:07:28Z,2,
@빈채원-h5z,고등학교에서 처음으로 파이썬 수업을 들어보고 파이썬의 매력에 빠져버렸습니다🔥 조코딩님 영상 보고 열심히 배워보겠습니다 감사합니다!!!!,2024-07-06T04:33:27Z,0,
@kkchong21,"육아휴직 후 복직해서 회사 적응 중인 30대에요. 복직하고 보니 팀 사람들도 모두 바뀌었고, 업무 방식도 바뀌었네요. 휴직 전엔 아무도 파이썬을 사용하지 않았는데 복직하니 모든 보고서에 파이썬을 활용한 분석데이터가 기본으로 들어가네요 ㅜㅜ 워킹맘이라 시간 부족하던 차에 조코딩님 영상이 8시간 정도라 주말을 할애해서 도전해보려고 합니다!! 좋은 자료와 영상 감사드립니자 😊",2024-07-06T03:48:44Z,42,
@키_작은_꼬마,육아에 일까지...대단하십니다!!,2024-07-11T01:49:00Z,3,@kkchong21
@kkchong21,@키_작은_꼬마 다정한 말씀 감사합니다😁!!,2024-07-17T09:09:31Z,3,@kkchong21
@키_작은_꼬마,@kkchong21  육아에 일까지 병행하시는 분 앞에서 그냥 취준생으로서 너무 늦은거 아닌가라는건 오만한 생각이였다는걸 다시 깨닫게 해주시네요!! 파이썬 마스터 하시길 바랍니다,2024-07-17T09:14:34Z,1,@kkchong21
@chanhood,2년을 거쳐 원격으로 코딩수업을 받아왔던 고3입니다 올해 4월달에 입시준비로 그만두었으니 벌써 3개월이 다되었네요 저는 당시 파이썬 자격증을 준비하고있었습니다  자격증과정수업을 듣고있었지만 입시준비로 인해 자격증 수업을 마저 듣지못해 반푼어치 실력으로 코딩은 끝났었는데요 그나마 남아 있던 지식이 마지막으로 가르쳐주신 선생님의 수업자료입니다.이선생님은 이전에 거쳐왔던 선생님과는 조금 다른신 분이셨습니다 주로 이론 중심이셨던 다른 선생님과 달리 주로 실무 중심이셨죠 그런 선생님의 방식이 좋아서 열심히 배웠습니다. (다만 제가 이론이 부족했어서 조금 수업을 따라가는 진도가 조금 늦었습니다)이런 선생님과 수업이 끝나고 마지막 약속을 걸었었습니다 꼭 언젠가 파이썬 자격증을 따서 선생님께 보여드리겠다는 약속이었습니다. 제계획은 수능이 끝나고 12월달을 거쳐 내년 1~2월달에 시행하는 자격증 시험을 보는것입니다.그리고 원래 준비했었던 자격증 급수보다 한등급 더 높혀 선생님이 가르치신 보람이 있게 해드리고 싶습니다.,2024-07-06T03:43:02Z,14,
@Cryptolover-o6e,착하다,2024-09-06T23:53:03Z,2,@chanhood
@chomi111,32:55 이거,2024-07-06T03:37:31Z,0,
@chomi111,32:52,2024-07-06T03:37:07Z,0,
@june-ew8qr,좋은 강의 무료로 제공해서 감사드립니다! 강의와 함께 방학 때 파이썬 마스터 하겠습니다!,2024-07-06T03:15:11Z,1,
@Aransom,"다짐하고 미루기만 반복해왔습니다
이번에야말로 새로운 것을 배우고 싶습니다.
매번 올려주시는 영상들 꼭 끝까지 듣겠습니다",2024-07-06T03:05:58Z,1,
@dudguszlxl,"코딩의 코자도 모르는 문과입니다. 직장다니다가 뭔가 퇴근하고 무료해서 공부를 하고싶다는 생각이 들었고, 코딩으로 만들고 싶은게생겨서 찾아보다가 여기까지왔네요. ㅎㅎ조코딩님 영상들 보면 주제도 신박하고 진짜 하나하나 너무쉽게 친절하게 설명해주셔서 좋더라고요. 😊",2024-07-06T02:02:21Z,4,
@zzangkim1596,비트하면서 알게 되었는데 이기 회에 제대로 코딩 공부를 해보고 싶네요.죠코딩님의 자세한 설명과 함께 이 책으로 열공해서 새로운 세계에 적응해야 것네요.,2024-07-06T02:00:11Z,0,
@solarself-n8n,저의 셋 아들을 키우고 있는데 아들들을 꼭 가르쳐보고 싶습니다🎉,2024-07-06T00:37:22Z,2,
@andrewahn4091,"비록 나이가 있지만, 새로운 시작을 위해 파이썬을 공부해보려고 합니다. 조코딩님 강의까지 있다고 하니 꼭 한번 도전해보고 싶습니다",2024-07-06T00:15:09Z,0,
@우시무선,"매번 광범위한 분량에도 불구하고, 깔끔하게 요약본 올려주셔서 너무 감사합니다ㅠㅠ
제가 직무 전환을 고민하고 퇴사한 뒤 개발 쪽 공부를 하려하는 과정에서 많이 막막했는데 조코딩님께서 틈틈히 라이브 방송도 해주시고, 다양한 자료도 올려주셔서 많이 도움받고 있습니다 
이번에도 올려주신 강의 열심히 들으면서 진도 따라가 보겠습니다. 감사하빈다!!",2024-07-06T00:07:50Z,1,
@jyjeong4894,어 조금봤는디 너무 쉽게 기초부터 갈켜주네요,2024-07-05T23:53:14Z,0,
@castlejunis7039,"안녕하세요. 3년전 독학으로 '코딩을 배우자!' 마음을 먹고 조코딩님 영상을 많이 시청하며 보고 배웠습니다. 멥버십도 가입해서 열심히 하였지만, 컴퓨터와 전혀 상관없는 업무를 하고 있었고, 두 아이의 아빠로 퇴근 후 정신없이 지나다 보니 점점 코딩과 멀어지고 손을 놓게 되었고 아쉽게도 3개월만에 포기하고 말았습니다. 하지만 구독 알림을 해 놓고 있어서 코딩관련 영상과 AI관련 소식 등을 들으며 '꼭 다시 해보자' 마음을 먹고 있었습니다. 오늘 아침도 습관처럼 유튜브를 열고 조코딩님 알림을 받고나서 '언제까지 마음만 먹을래 지금이야 다시 하자' 마음을 먹게 되었습니다. 아이들 밥 챙겨주고 지금 영상을 보고 있습니다. 다시 시작하니 재미있네요. 첫 목표는 이영상 10회 반복해서 보기 입니다. 항상 좋은 영상을 만들어주셔서 감사합니다.",2024-07-05T23:32:28Z,38,
@juhwangdy,"요즘 AI에 관심이 있고 회사에서도 파이썬 많이 쓰라고 강요 하고 있는데, 덕분에 강의 와 이 책으로 어느 정도 혼자 마스터 했어요 Class 와 객체 등 기본적인 건 땄는데. 하지만 뒷부분 내용은 마스터 하지 못해서 더 공부하고 싶어요.",2024-07-05T22:53:51Z,1,
@agspos,조코딩님 덕분에 코딩에 입문했습니다 C#에 이어서 파이썬해보고 있는데 조코딩님의 개념설명이 너무나 직관적이면서 이해가 잘됩니다. 감사합니다😊,2024-07-05T22:24:01Z,0,
@홍시-c9s,울 아들 녀석 공부 게임만 하는게 컴 프로그램이 어떤지 맛을 보여주고 싶군요..물론 저도 보고요 ^^,2024-07-05T22:08:51Z,0,
@seungmin8017,"조코딩의 설명덕분에 이번엔 제대로 파이썬에 뛰어들 수 있을 듯 합니다.
이렇게 좋은 영상, 감사합니다!!",2024-07-05T21:12:46Z,0,
@daedongking4041,책을산지 2년이 되었는데 24년 개정판이 나올때까지  왼독조차 못하고 있네요 다시 열공중인데 이번에는 완독을 목표로 꾸준하게 학습하겠습니다,2024-07-05T20:23:53Z,0,
@KGStar1125,평소에 파이썬을 배운다고 말만 하고 실행으로 옮기지 못했는데 이번을 기회로 점프 투 파이썬과 함께 공부할 수 있을 것 같아요.,2024-07-05T19:46:33Z,6,
@jiwoopark17,"처음 흥미가 생긴 언어가 파이썬입니다. 
이전에 배워봤었지만 감을 잡지 못해 실패를 한 경험이 있습니다. 그래서 프로그래밍 언어에 대한 벽이 느껴져 어떻게 공부해야 하나 막막했는데, 
이번에 조코딩님 유투브를 알게되면서 잠깐 본 영상이었지만 정말 잘 가르쳐주시는 것을 보고  제대로 처음부터 응용까지 배워보고 싶다 생각하였습니다. 포기하지 않고 끝까지 하여 파이썬을 잘 사용하는 사람이 되고 싶습니다. 화이팅.!!",2024-07-05T19:00:58Z,2,
@nomad-x4t,와 ㅋㅋㅋ 그동안 책으로 햇을때는 조건절까지만하고 접고 마음 다잡앗을땐 년단위가 지나가있어서 다까먹음 다시 조건절까지히고엿는데 이런거잇엇음 안그랫지 한달안에 므스터해봐야겟다,2024-07-05T17:55:24Z,1,
@yeslee1961,개발 정말 배워보고 싶었는데! 이렇게 진입장벽을 낮춰주셔서 너무 감사합니다! 막막했는데 이 영상보고 도전할 수 있게 되었어요!,2024-07-05T17:21:42Z,0,
@Lv0training,"딱 다짐한순간 3신간전에 뜨는 조코딩님의 파이썬 코딩무료강의...!
이건 하라는거다",2024-07-05T16:59:18Z,0,
@gichan-song,요즘처럼 급변하는 시대에서 파이썬은 정말 괜찮은 언어인것 같다는 생각이 갈수록 듭니다. 점프 투 파이썬은 e북으로 부분부분 접했는데 굉장히 유용한 내용들이 많았어서 한번 날잡고 정독을 해야겠다는 생각만 하고 못했네요😅 책이 있으면 공부하기 훨씬 수월하겠죠 ㅎㅎ 암튼 좋은 이벤트 진행해주셔서 감사드리고 늘 응원합니다!!,2024-07-05T16:55:23Z,0,
@Qoo00,프로그래밍 공부를 시작해보려고 합니다. 많은분들이 초보에겐 파이썬부터 공부해보란 말을 들어서 시작해보려고 유튜브로 찾아보다 이 영상을 보게 되었어요. 영상 시청하면서 노력해보겠습니다.,2024-07-05T16:12:51Z,1,
@1deria,소중한 고퀄 강의 편집본 귀하게 보고있습니다. 친절한 설명 너무 찰떡이시네요. 꿈꾸던 서비스 꼭 만들어보겠습니다.  항상 신기술동향소식도 감사합니다!!!,2024-07-05T15:48:43Z,1,
@화나는댓글만,형 본업하는거야?,2024-07-05T15:33:03Z,0,
@에코튜브-r4n,파이썬 항상 배우고 싶었지만 계속 강의 신청하고 바쁘다는 핑계로 수강을 못해서 결국 아나콘다 하나 다운받고 말았네요.. 업무자동화 빅데이터 분석에 필요한 파이썬 반드시 마수터해서 국가권력급 인재가 돼보이겠습니다 !,2024-07-05T15:27:18Z,0,
@kiki-e6o,지금 비전공자로 공부를 하고 있는 취준생입니다 배우고 있지만 아직도 너무 어렵고 언어를 쓸 때에 부족한 점도 많아서 조코딩님 영상을 보면서 많이 배우고 또 트렌드도 배우고 있습니다 항상 영상 감사합니다😊,2024-07-05T15:17:54Z,0,
@윤zi존-u7v,드디어 꿈이 없던 제가 처음으로 하고싶은 게 생겼습니다 그건 바로 개발자입니다 직업적성검사?같은 걸 했는데 개발자가 나와서 열심히 알아봤습니다 그런데 뭐부터 해야할 지 감이 잡히지 않던 중 인터넷에선 비전공자는 파이썬부터 가볍게 시작하라고 하더군요 그래서 공부해보려합니다 3일전에 노트북에 파이썬을 깔고 유튜브에 올라오는 가벼운 강의를 2시간정도 듣고 해보았습니다 어렵지만 재미있었어요 그래도 유명한 점프투파이썬으로 한 번 공부해보고싶습니다 파이썬 마스터해서 개발자의 길로 한걸음 더 가까워지고 싶습니다 지잡대 예체능 4학년 아무 스펙도 능력도 없고 할 수 있는건 운동뿐인 제가 할 수 있겠죠? 우울한 현실에서 벗어나 사람구실은 하면서 살고 싶습니다! 열심히 하겠습니다 읽어주셔서 감사합니다,2024-07-05T15:08:35Z,6,
@0.39_samgu,@윤zi존-u7v 혹시 어떻게 지내시나요,2025-10-27T16:41:18Z,0,@윤zi존-u7v
@qqqmmmin,개발자 공부를 하다가 포기하고 취업을 하였습니다. 하지만 늘 아쉽더라구요.. 다시 한 번 공부를 해보고 싶습니다,2024-07-05T15:07:13Z,2,
@yami.nyo1,저는 엔지니어로 일하다가 개발에 관심이 생겨서 기초잡기로 파이썬을 시작하려는데 마침 조코딩님 채널에 좋은 책이 나와서 제대로 공부해보고 싶습니다,2024-07-05T15:04:33Z,4,
@BUNGKOOKI,"코딩은 전혀 모르는  회사원으로써 gpt때문에 조코딩 유튜버를 알게 되고  매주 일요일! 휴일의 마무리로 여러 소식들을 보고 있습니다
뭔가  취미나 회사일 그리고, 일상 생활에 gpt와 파이썬을 연계해서 도움이 되는 것이 있지 않을까?! 라는 생각에 배워보고 싶었습니다! 
나이가 많아 이해가 잘 될지 모르지만 좋은기회에 유튜브 강의를 통해서  잘 배워 나갈 수 있길 바랍니다 ㅎㅎ 모르는건 gpt에게 물어보며 공부해야겠네요  좋은 강의 감사합니다 😅",2024-07-05T15:02:44Z,3,
@Choigamgak,"지적 허영심을 채우고 싶은데
잘 안 채워지는 파이썬 이녀석이란….ㅠㅠ
저는 책은 필요없습니다. 파이썬을 공부하려는 제 마음이 작심삼일이 아니기를 바랄뿐!!!! 
올해 안에 파이썬 공부 초석을 다지고, 내년 38살 늦은(?) 나이에
빅데이터전공 학사를 따기위해 사이버대를 가려고 합니다. 모든 육아하는 아빠들
자기계발과 직장 업무, 가정 내 화목, 건강 모두 쟁취하는 아빠들 되시길!
조코딩님도 화이팅임돠~ 😊",2024-07-05T14:47:47Z,2,
@squirrel_korea,안녕하세요 취직 준비생입니다. 현재 취직에 준비중이면서도 아직 가야할 길에대한 확실함이 안보며 이것저것 공부하고 있네요... 이에 현재는 코딩을 다시 복기하고 있습니다만 임베디드로 연구를 장기적으로 하다 파이썬을 다시 보니 난항을 겪고있지만 앞으로 취업을 위해 꾸준히 해나갈 생각입니다.,2024-07-05T14:43:26Z,0,
@원두막-y2e,"회사 프로그램으로 재고관리가 힘들어서 직접 만들어보고 싶습니다. 더 나아가선 매출, 매입의 전체적인 집계도 알수있는 프로그램 제작입니다 어려울지라도 조코딩님 영상이라면 가능합니다. 무료강의 감사드립니다.",2024-07-05T14:40:30Z,1,
@TurtleWorld-p9g,대학교 1학년입니다 조코딩 체널을 보면서 코딩의 활용도가 굉장히 높다는 것을 느꼈고 영어처럼  빨리 배울수록 이득이라는 생각이 들었습니다. 그래서 이번 방학에 파이썬을 공부하고 있습니다. 하루도 빠짐없이 하겠습니다! 그리고 항상 좋은 영상 만들어주셔서 감사합니다,2024-07-05T14:38:54Z,1,
@jjdjimv,"그동안 파이썬에 관심을 가지고 있었는데, 이제 AI가 발전하면서 파이썬의 입문장벽이 낮아지고, 파이썬을 공부해야할 필요성이 확 느껴지네요. 제대로 각잡고 공부해보고 싶다는 의욕이 뿜뿜 솟아오릅니다!",2024-07-05T14:30:26Z,1,
@alukekum510,컴공과인데 파이선 열심히 해볼게요!,2024-07-05T14:27:54Z,1,
@박현서-f6r,오 무료 강의는 언제나 환영이야,2024-07-05T14:25:53Z,3,
@초보사무장,현재 법무법인에서 사무장으로 일하고 있습니다. 내적으로는 업무효율화와 외적으로는 법이 어려운 의뢰인들을 위한 시스템을 구축하기위해 노력중입니다. 열심히 공부해보겠습니다!,2024-07-05T14:24:31Z,14,
@김진우-f6z7r,자동매매 위해 파이썬 열심히 배우려고 합니다!,2024-07-05T14:20:26Z,0,
@que_bic,고3 학생입니다. 초등학교 6학년부터 취미로 코딩을 시작했고 내년부터 본격적으로 코딩을 배울 예정입니다. 조코딩님의 영상들을 즐겨 보며 많이 배우고 있습니다. 항상 좋은 퀄리티의 영상 감사드립니다.,2024-07-05T13:57:34Z,7,
@어다-s6b,고3이면… 대학가서 배워도 안늦습니다… 학업에 더 열중하시길…,2024-10-28T17:22:23Z,0,@que_bic
@meojjidana,​@어다-s6b 제가 대학가서 코딩을 시작했는데요.. 솔직히 조금 많이 힘들긴 합니다,2025-01-18T08:38:20Z,3,@que_bic
@AnoMi-sg9ly,"안녕하세요. 정말 ai와 코딩에 대해서 극심히 배우고 싶은 30대 초반 남자입니다.

예전에 조코딩 영상 보고, 조코딩님 강의와 노마드님 강의를 보면서 이것저것 배워보고 있습니다.

최근 클로드3.5가 코드를 넘 잘 짜서 잘 이용중인데...

요즘 ai 최신정보를 가장 빨리 알려주는것 뿐만 아니라, 탁월한 요약정리 방식으로 중요내용만 잘 전달하시는 조코딩님의 파이썬 강의 책이라면 ㅠㅜ

꼭 갖고싶고, 배우고 싶습니다.

저에게 하사하신다면 첫작품을 메일로 보내겠습니다!!(진지합니다)

너무 갖고싶고, 배우고 싶습니다!!

기초만 알아도 많은 것을 저는 정말 큰 프로젝트를 해보고 싶습니다.

현재 챗gpt 유료결제, 클로드3.5 유료결제 해놓은 상태인데, 저에게 이런 좋은 영상을 만나게 해주셔서 감사합니다.",2024-07-05T13:53:07Z,2,
@Psychic-01tube,와 형..저 담주에 파이썬 프로젝트하러 해외 가는데 대부분 까먹었거든요..근데 이참에 이런 영상을!!!진짜 감사합니다.벼락치기 잘 할게요!,2024-07-05T13:33:00Z,3,
@키_작은_꼬마,"안녕하세요, 조코딩님! 저는 'Do it! 조코딩의 첫 웹개발' 책으로 공부하고 있는 대학생입니다. 조코딩님의 책과 유튜브 강의는 정말 재밌고 좋더라고요. 어려운 개념도 쉽게 설명해주셔서 큰 도움을 받고 있습니다. 특히 저 같이 이해가 부족한 사람을 위해 변수를 상자에 비유한다든지 식빵 만드는 과정을 알고리즘으로 설명해주신다든지 설명이 좋았습니다!. 그런데 지금 학교에서  Ai 교육과정을 배우는 과정 중 하나인, 파이썬을 배우고 있는데, 역시나 파이썬도 쉽지는 않네요. 조코딩님처럼 친절하고 재미있게 가르쳐주신다면, 이해가 쏙쏙 될 것 같아요.
그래서 이번 이벤트에 꼭 당첨되고 싶습니다! 'Do it! 점프 투 파이썬' 책을 통해 더 깊이 있는 공부를 하고 싶어요.  현재 이지스 퍼블리싱 카페에 'Do it! 조코딩의 첫 웹개발' 스터디 인증까지 하며 열심히 노력하고 있으니, 이 책을 받으면 정말 큰 힘이 되고 이것도 완독해서 스터디 인증까지 할 예정입니다💪. 언제나 좋은 강의 , IT 관련 최신 소식, 강연 등 열심히 하는 모습을 본 받고 요즘 열공중입니다 . 긴 글 읽어주셔서 감사합니다!!💘",2024-07-05T13:32:37Z,1,
@truetruetruetrue,"감사합니다. 회사에서도 영상으로
가르쳐주긴하지만 이거들을께요.",2024-07-05T13:31:37Z,2,
@wonsuknet,"안녕하세요!
25년 경력 개발자입니다.
주로 자바로 웹 개발하는 개발자입니다.
파이썬을 만들 사람처럼 저도 자바 언어 다음 언어로 파이썬을 생각하고 있었는데
이렇게 통합본을 올려주셔서 너무 감사합니다.
항상 열정적으로 IT 영상을 제작하고
매주 주말에 AI 뉴스까지 빠지지 않고 올려주셔서 
항상 감사히 보고 있어요!

NEXT 개발 언어로 파이썬을 공부해 보려 합니다!

항상 응원합니다!~~",2024-07-05T13:28:36Z,28,
@goodman4321,"25년 경력이신데도 파이썬을 따로 학습을 하셔야 하는건가요?
독학으로 책한권 슥~ 보고 하실수 있는것 아닌가 생각이 들어서요.
정말 궁금해서 질문을 드려 봅니다",2025-05-21T11:07:42Z,1,@wonsuknet
@asdasdasdasd-p7c,@goodman4321 독학 수준도 아닐거에요 그냥 보면 바로 이해가는 수준일껄요... 기초를 볼 필요가없을듯,2025-08-06T06:07:13Z,0,@wonsuknet
@minepearl,생기부 때문에 코딩 더 공부해야하는데 이걸 보고 더 열심히 할게요,2024-07-05T13:10:58Z,2,
@도라에몽-y5v,예전영상하고 같은건가요?,2024-07-05T13:06:28Z,0,
@jocoding,"2023 버전에 추가로 6,7,8장 새롭게 촬영하여 통합하였습니다!",2024-07-05T13:07:33Z,4,@도라에몽-y5v
@jocoding,"뒷 부분이 싱크가 안맞는 오류가 있어서 아래 재생목록을 통해 분할된 강의 수강을 권장드립니다.
https://www.youtube.com/playlist?list=PLU9-uwewPMe05-khW3YcDEaHMk_qA-7lI

교재: 점프 투 파이썬
https://link.coupang.com/a/bIrISW
(이 링크는 쿠팡 파트너스 활동의 일환으로, 이에 따른 일정액의 수수료를 제공받습니다)
위키독스: https://wikidocs.net/book/1

목차
00:00:00 강의 소개
00:00:16 01장 파이썬이란 무엇인가?
00:51:46 02장 파이썬 프로그래밍의 기초, 자료형 (1) - 숫자형, 문자열, 리스트
02:01:11 02장 파이썬 프로그래밍의 기초, 자료형 (2) - 튜플, 딕셔너리, 집합, 불
03:04:09 03장 프로그램의 구조를 쌓는다! 제어문 - 조건문 if, 반복문 for, while
04:18:12 04장 파이썬의 입출력 - 함수, 사용자 입출력, 파일 읽고 쓰기, 프로그램의 입출력
05:33:45 05장 파이썬 날개 달기 - 클래스, 모듈, 패키지, 예외 처리, 내장 함수, 라이브러리
07:01:58 06장 파이썬 프로그래밍, 어떻게 시작해야 할까?
07:29:24 07장 파이썬 날아오르기 - 유니코드, 클로저, 데코레이터, 이터레이터, 제너레이터
07:59:21 08장 정규표현식
08:37:58 VVIP 후원 감사 인사

VVIP 멤버십 후원
빵쌤의 알고리즘님, 그림자그림자님, 라다님, 차딩Chading TV님, 아부심벨님, prochild님, turtleday터틀데이님, AI Beauty Artist님, eyuri chi님, 밤B님, 정진균님, 서보성님, NG K님, Tae hwan Kim님, 엠이에스코리아님, 완벽한올챙이님 감사드립니다.
https://www.youtube.com/@jocoding/join

[🎁2024 통합본 기념 점프 투 파이썬 공부 다짐 댓글 이벤트 당첨자🎁]
당첨을 축하드립니다! 책은 이지스퍼블리싱 출판사에서 이번 주 중으로 보내주실 예정입니다.
점프 투 파이썬 책(20명)
@que_bic
@jjdjimv
@user-tx6rx5jq9o
@BUNGKOOKI
@Kimramen123
@gichan-song
@juhwangdy
@castlejunis7039
@user-ix7dt7nr6x
@zzangkim1596
@chanhood
@kkchong21
@kylekim9079
@hanakim2678
@20918이정우
@user-lr1lf7bt3p
@insaneah6714
@wist000
@enos9149
@youngjunlee5028",2024-07-05T13:01:56Z,53,
@키_작은_꼬마,앗! 아쉽게도 당첨 못됐네요 ㅠㅠ 그래도 교보문고가서 당장 책사서 공부해볼게요★,2024-07-15T00:49:32Z,0,@jocoding
@윤zi존-u7v,감사합니다 꼭 열심히 하겠습니다!!,2024-07-15T01:13:09Z,1,@jocoding
@hjunjour,우와 너무 감사합니다!!! 열심히 할게요🙇🏻‍♀️💪,2024-07-16T11:51:57Z,0,@jocoding
@kkchong21,@jocoding 진짜 감사합니다! 🥹🥹🥹 열심히 볼게요,2024-07-17T09:08:38Z,0,@jocoding
@hyunee9012,공부해야 하는데!!,2024-07-05T13:01:53Z,1,
@소고기100g,파이썬 각잡고 다시 공부해 보렵니다!!!,2024-07-05T12:25:39Z,25,
